1914-1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0
1914-2,0.10309278,0,0,0.19587629,0,0.06185567,0,0,0,0,0,0.041237113,0,0
1914-3,0.20454545,0.011363636,0,0.125,0,0,0,0.056818182,0,0,0.068181818,0,0,0
1914-4,0.14018692,0,0,0.14953271,0,0,0.018691589,0,0,0.0093457944,0.0046728972,0,0.0093457944,0.023364486
1914-5,0.11818182,0,0.036363636,0,0.018181818,0,0.027272727,0,0,0.1,0,0.018181818,0,0.063636364
1914-6,0.070707071,0,0.065656566,0,0,0,0.080808081,0,0,0.14141414,0.050505051,0,0,0.015151515
1914-7,0.17592593,0,0,0,0,0,0.027777778,0,0,0.12037037,0,0,0.037037037,0
1914-8,0.048780488,0.06097561,0.018292683,0,0,0.13414634,0.018292683,0.012195122,0,0.06097561,0.012195122,0.012195122,0.067073171,0
1914-9,0.098039216,0,0,0.098039216,0.039215686,0.019607843,0.039215686,0,0.039215686,0,0,0,0,0
1914-10,0.18636364,0.0045454545,0,0,0,0.068181818,0,0,0.0045454545,0.027272727,0,0.022727273,0.081818182,0.031818182
1914-11,0.16774194,0,0,0.10322581,0.012903226,0.019354839,0,0,0.019354839,0,0.019354839,0.0064516129,0,0.11612903
1914-12,0.087719298,0,0,0,0,0.035087719,0,0.0058479532,0,0.16374269,0.046783626,0.058479532,0,0
1914-13,0.15882353,0,0,0.035294118,0,0,0.047058824,0,0,0.15882353,0,0.052941176,0,0
1914-14,0.15646259,0,0,0,0,0.15646259,0,0,0,0.081632653,0.0068027211,0.054421769,0,0.013605442
1914-15,0.17948718,0,0.051282051,0.034188034,0,0.038461538,0.0042735043,0.0042735043,0,0,0.025641026,0.05982906,0,0.021367521
1914-16,0.083700441,0,0.0044052863,0.044052863,0.0044052863,0.057268722,0,0,0,0.1277533,0.070484581,0.061674009,0,0
1914-17,0.31034483,0.034482759,0,0.20689655,0,0,0,0,0,0,0,0,0,0
1914-18,0.1037037,0,0,0,0.11111111,0,0,0.1037037,0,0,0,0,0,0.051851852
1914-19,0.22992701,0.010948905,0,0,0.076642336,0.04379562,0.03649635,0.01459854,0,0.0072992701,0,0,0.010948905,0
1914-20,0.17857143,0,0,0,0.080357143,0,0,0,0,0.044642857,0,0,0.017857143,0.035714286
1914-21,0.23076923,0.038461538,0,0.038461538,0.11538462,0,0,0,0,0,0,0,0,0.11538462
1914-22,0.21323529,0,0,0,0,0,0,0,0,0.088235294,0.058823529,0,0,0.014705882
1914-23,0.15454545,0.027272727,0.018181818,0.018181818,0,0,0,0,0,0,0,0,0,0.15454545
1914-24,0.1423221,0,0.052434457,0.056179775,0,0,0,0,0,0,0,0,0,0.12359551
1914-25,0.14393939,0,0,0.083333333,0,0,0,0.0075757576,0.0075757576,0.075757576,0.12121212,0,0.015151515,0
1914-26,0.026819923,0.068965517,0,0,0,0.057471264,0,0,0,0.091954023,0.011494253,0.061302682,0,0.061302682
1914-27,0.20454545,0,0,0,0,0,0.075757576,0,0,0,0,0.015151515,0,0.098484848
1914-28,0.13178295,0,0.031007752,0.10852713,0,0,0,0,0,0.054263566,0,0,0.069767442,0
1914-29,0.2173913,0.01242236,0,0.049689441,0,0.037267081,0,0,0,0,0,0,0.049689441,0
1914-30,0.040462428,0,0,0,0,0,0.023121387,0,0,0,0.011560694,0.063583815,0.028901734,0.1734104
1915-1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0
1915-2,0.10989011,0.010989011,0.010989011,0.12087912,0,0.021978022,0,0.010989011,0,0,0.10989011,0.043956044,0,0
1915-3,0.21088435,0,0,0.040816327,0,0,0.074829932,0.013605442,0,0,0,0.034013605,0,0
1915-4,0.16176471,0,0.014705882,0,0,0,0,0,0,0,0,0.26470588,0,0
1915-5,0.088685015,0,0.082568807,0.0091743119,0,0,0,0,0,0,0.042813456,0.064220183,0.012232416,0.13455657
1915-6,0.19461078,0.020958084,0.050898204,0.002994012,0,0.002994012,0,0,0.01497006,0.017964072,0.050898204,0,0,0.071856287
1915-7,0.11711712,0,0,0.018018018,0,0.009009009,0,0,0,0,0.027027027,0.12612613,0,0.1981982
1915-8,0.09375,0,0,0,0,0,0,0,0,0,0.03125,0.03125,0,0.25
1915-9,0.070967742,0,0,0.12903226,0,0.070967742,0,0,0.0064516129,0.058064516,0,0.13548387,0,0
1915-10,0.26923077,0,0,0.1,0.0076923077,0.0076923077,0,0,0,0,0,0.084615385,0,0.038461538
1915-11,0.10162602,0,0.0081300813,0,0,0.0081300813,0,0,0,0.0081300813,0.056910569,0.024390244,0,0.19105691
1915-12,0.13407821,0,0,0.0055865922,0,0,0.061452514,0,0.033519553,0.011173184,0.089385475,0,0.05027933,0
1915-13,0.10062893,0,0,0,0,0,0,0,0.025157233,0.050314465,0.031446541,0.0062893082,0.044025157,0.11949686
1915-14,0.15384615,0,0,0.015384615,0,0.046153846,0.030769231,0.046153846,0,0,0,0,0.092307692,0
1915-15,0,0.0048076923,0.0096153846,0,0.014423077,0,0,0.0096153846,0,0.49519231,0.019230769,0,0.0096153846,0
1915-16,0.14689266,0,0.011299435,0,0.02259887,0,0.028248588,0.0056497175,0,0.27683616,0,0,0,0
1915-17,0.12121212,0,0.01010101,0.060606061,0,0,0.01010101,0.080808081,0,0.02020202,0.01010101,0,0.01010101,0.1010101
1915-18,0.18181818,0,0,0,0.18181818,0,0,0,0,0,0,0.090909091,0,0
1915-19,0.13089005,0,0,0.036649215,0,0.094240838,0,0,0,0.094240838,0,0,0.010471204,0.052356021
1915-20,0,0,0,0,0,0,0,0,0,0.6972973,0,0,0.043243243,0
1915-21,0,0.014285714,0,0.014285714,0.078571429,0.042857143,0.0071428571,0,0.014285714,0.30714286,0,0,0,0
1915-22,0,0,0,0.048387097,0.032258065,0,0,0,0,0.5483871,0,0,0.024193548,0.0080645161
1915-23,0.14545455,0,0.024242424,0,0,0.0060606061,0,0,0,0.16969697,0.0060606061,0.024242424,0.0060606061,0.03030303
1915-24,0.10447761,0.014925373,0.034825871,0,0,0,0,0,0,0.12437811,0,0.044776119,0,0.069651741
1915-25,0.13414634,0,0,0.048780488,0,0,0,0,0.012195122,0.12195122,0,0.14634146,0.036585366,0
1915-26,0.13405797,0.0072463768,0,0,0,0.0036231884,0.0072463768,0.010869565,0,0.1557971,0.039855072,0.065217391,0,0.057971014
1915-27,0.16746411,0.004784689,0,0.057416268,0.019138756,0.090909091,0,0,0,0.033492823,0,0.038277512,0,0
