Source,Target,Weight,Type
1915-2,11,0.043956044,undirected
1915-3,0,0.21088435,undirected
1915-3,3,0.040816327,undirected
1915-3,6,0.074829932,undirected
1915-3,7,0.013605442,undirected
1915-3,11,0.034013605,undirected
1915-4,0,0.16176471,undirected
1915-4,2,0.014705882,undirected
1915-4,11,0.26470588,undirected
1915-5,0,0.088685015,undirected
1915-5,2,0.082568807,undirected
1915-5,3,0.0091743119,undirected
1915-5,10,0.042813456,undirected
1915-5,11,0.064220183,undirected
1915-5,12,0.012232416,undirected
1915-5,13,0.13455657,undirected
1915-6,0,0.19461078,undirected
1915-6,1,0.020958084,undirected
1915-6,2,0.050898204,undirected
1915-6,3,0.002994012,undirected
1915-6,5,0.002994012,undirected
1915-6,8,0.01497006,undirected
1915-6,9,0.017964072,undirected
1915-6,10,0.050898204,undirected
1915-6,13,0.071856287,undirected
1915-7,0,0.11711712,undirected
1915-7,3,0.018018018,undirected
1915-7,5,0.009009009,undirected
1915-7,10,0.027027027,undirected
1915-7,11,0.12612613,undirected
1915-7,13,0.1981982,undirected
1915-8,0,0.09375,undirected
1915-8,10,0.03125,undirected
1915-8,11,0.03125,undirected
1915-8,13,0.25,undirected
1915-9,0,0.070967742,undirected
1915-9,3,0.12903226,undirected
1915-9,5,0.070967742,undirected
1915-9,8,0.0064516129,undirected
1915-9,9,0.058064516,undirected
1915-9,11,0.13548387,undirected
1915-10,0,0.26923077,undirected
1915-10,3,0.1,undirected
1915-10,4,0.0076923077,undirected
1915-10,5,0.0076923077,undirected
1915-10,11,0.084615385,undirected
1915-10,13,0.038461538,undirected
1915-11,0,0.10162602,undirected
1915-11,2,0.0081300813,undirected
1915-11,5,0.0081300813,undirected
1915-11,9,0.0081300813,undirected
1915-11,10,0.056910569,undirected
1915-11,11,0.024390244,undirected
1915-11,13,0.19105691,undirected
1915-12,0,0.13407821,undirected
1915-12,3,0.0055865922,undirected
1915-12,6,0.061452514,undirected
1915-12,8,0.033519553,undirected
1915-12,9,0.011173184,undirected
1915-12,10,0.089385475,undirected
1915-12,12,0.05027933,undirected
1915-13,0,0.10062893,undirected
1915-13,8,0.025157233,undirected
1915-13,9,0.050314465,undirected
1915-13,10,0.031446541,undirected
1915-13,11,0.0062893082,undirected
1915-13,12,0.044025157,undirected
1915-13,13,0.11949686,undirected
1915-14,0,0.15384615,undirected
1915-14,3,0.015384615,undirected
1915-14,5,0.046153846,undirected
1915-14,6,0.030769231,undirected
1915-14,7,0.046153846,undirected
1915-14,12,0.092307692,undirected
1915-15,1,0.0048076923,undirected
1915-15,2,0.0096153846,undirected
1915-15,4,0.014423077,undirected
1915-15,7,0.0096153846,undirected
1915-15,9,0.49519231,undirected
1915-15,10,0.019230769,undirected
1915-15,12,0.0096153846,undirected
1915-16,0,0.14689266,undirected
1915-16,2,0.011299435,undirected
1915-16,4,0.02259887,undirected
1915-16,6,0.028248588,undirected
1915-16,7,0.0056497175,undirected
1915-16,9,0.27683616,undirected
1915-17,0,0.12121212,undirected
1915-17,2,0.01010101,undirected
1915-17,3,0.060606061,undirected
1915-17,6,0.01010101,undirected
1915-17,7,0.080808081,undirected
1915-17,9,0.02020202,undirected
1915-17,10,0.01010101,undirected
1915-17,12,0.01010101,undirected
1915-17,13,0.1010101,undirected
1915-18,0,0.18181818,undirected
1915-18,4,0.18181818,undirected
1915-18,11,0.090909091,undirected
1915-19,0,0.13089005,undirected
1915-19,3,0.036649215,undirected
1915-19,5,0.094240838,undirected
1915-19,9,0.094240838,undirected
1915-19,12,0.010471204,undirected
1915-19,13,0.052356021,undirected
1915-20,9,0.6972973,undirected
1915-20,12,0.043243243,undirected
1915-21,1,0.014285714,undirected
1915-21,3,0.014285714,undirected
1915-21,4,0.078571429,undirected
1915-21,5,0.042857143,undirected
1915-21,6,0.0071428571,undirected
1915-21,8,0.014285714,undirected
1915-21,9,0.30714286,undirected
1915-22,3,0.048387097,undirected
1915-22,4,0.032258065,undirected
1915-22,9,0.5483871,undirected
1915-22,12,0.024193548,undirected
1915-22,13,0.0080645161,undirected
1915-23,0,0.14545455,undirected
1915-23,2,0.024242424,undirected
1915-23,5,0.0060606061,undirected
1915-23,9,0.16969697,undirected
1915-23,10,0.0060606061,undirected
1915-23,11,0.024242424,undirected
1915-23,12,0.0060606061,undirected
1915-23,13,0.03030303,undirected
1915-24,0,0.10447761,undirected
1915-24,1,0.014925373,undirected
1915-24,2,0.034825871,undirected
1915-24,9,0.12437811,undirected
1915-24,11,0.044776119,undirected
1915-24,13,0.069651741,undirected
1915-25,0,0.13414634,undirected
1915-25,3,0.048780488,undirected
1915-25,8,0.012195122,undirected
1915-25,9,0.12195122,undirected
1915-25,11,0.14634146,undirected
1915-25,12,0.036585366,undirected
1915-26,0,0.13405797,undirected
1915-26,1,0.0072463768,undirected
1915-26,5,0.0036231884,undirected
1915-26,6,0.0072463768,undirected
1915-26,7,0.010869565,undirected
1915-26,9,0.1557971,undirected
1915-26,10,0.039855072,undirected
1915-26,11,0.065217391,undirected
1915-26,13,0.057971014,undirected
1915-27,0,0.16746411,undirected
1915-27,1,0.004784689,undirected
1915-27,3,0.057416268,undirected
1915-27,4,0.019138756,undirected
1915-27,5,0.090909091,undirected
1915-27,9,0.033492823,undirected
1915-27,11,0.038277512,undirected
1915-28,0,0.19069767,undirected
1915-28,5,0.069767442,undirected
1915-28,7,0.018604651,undirected
1915-28,9,0.03255814,undirected
1915-28,11,0.018604651,undirected
1915-28,13,0.051162791,undirected
1915-29,0,0.16564417,undirected
1915-29,2,0.012269939,undirected
1915-29,3,0.030674847,undirected
1915-29,4,0.12883436,undirected
1915-29,5,0.073619632,undirected
1915-30,3,0.022624434,undirected
1915-30,4,0.43438914,undirected
1915-30,9,0.031674208,undirected
1915-30,12,0.0090497738,undirected
1915-31,0,0.056666667,undirected
1915-31,4,0.32666667,undirected
1915-31,8,0.01,undirected
1915-31,9,0.046666667,undirected
1915-31,10,0.02,undirected
1915-32,0,0.12345679,undirected
1915-32,1,0.012345679,undirected
1915-32,3,0.065843621,undirected
1915-32,4,0.18518519,undirected
1915-32,6,0.016460905,undirected
1915-32,9,0.0082304527,undirected
1915-33,0,0.15882353,undirected
1915-33,1,0.011764706,undirected
1915-33,4,0.22352941,undirected
1915-33,5,0.0058823529,undirected
1915-33,7,0.017647059,undirected
1915-33,10,0.017647059,undirected
1915-33,12,0.017647059,undirected
1915-34,0,0.064285714,undirected
1915-34,4,0.19285714,undirected
1915-34,6,0.18571429,undirected
1915-34,7,0.021428571,undirected
1915-34,9,0.028571429,undirected
1915-34,10,0.021428571,undirected
1915-34,12,0.057142857,undirected
1915-35,0,0.17549669,undirected
1915-35,1,0.0066225166,undirected
1915-35,3,0.029801325,undirected
1915-35,4,0.0016556291,undirected
1915-35,5,0.0016556291,undirected
1915-35,7,0.014900662,undirected
1915-35,8,0.0033112583,undirected
1915-35,9,0.021523179,undirected
1915-35,10,0.087748344,undirected
1915-35,11,0.034768212,undirected
1915-35,13,0.033112583,undirected
1915-36,0,0.15865385,undirected
1915-36,1,0.0048076923,undirected
1915-36,2,0.033653846,undirected
1915-36,3,0.13461538,undirected
1915-36,6,0.0096153846,undirected
1915-36,10,0.043269231,undirected
1915-36,13,0.038461538,undirected
1915-37,0,0.1512605,undirected
1915-37,1,0.06442577,undirected
1915-37,4,0.0028011204,undirected
1915-37,5,0.098039216,undirected
1915-37,6,0.0028011204,undirected
1915-37,9,0.036414566,undirected
1915-37,11,0.056022409,undirected
1915-37,12,0.011204482,undirected
1915-37,13,0.011204482,undirected
1915-38,0,0.14871795,undirected
1915-38,5,0.17948718,undirected
1915-38,6,0.082051282,undirected
1915-38,7,0.025641026,undirected
1915-38,12,0.020512821,undirected
1915-39,0,0.10869565,undirected
1915-39,2,0.010869565,undirected
1915-39,3,0.14130435,undirected
1915-39,4,0.0054347826,undirected
1915-39,5,0.016304348,undirected
1915-39,6,0.016304348,undirected
1915-39,9,0.059782609,undirected
1915-39,12,0.016304348,undirected
1915-40,0,0.23448276,undirected
1915-40,5,0.14482759,undirected
1915-40,9,0.0068965517,undirected
1915-40,12,0.020689655,undirected
1915-41,0,0.16666667,undirected
1915-41,1,0.0066666667,undirected
1915-41,3,0.073333333,undirected
1915-41,5,0.15333333,undirected
1915-41,9,0.033333333,undirected
1915-42,0,0.095744681,undirected
1915-42,3,0.010638298,undirected
1915-42,6,0.042553191,undirected
1915-42,9,0.063829787,undirected
1915-42,12,0.021276596,undirected
1915-42,13,0.15957447,undirected
1916-1,10,0.25,undirected
1916-2,0,0.15384615,undirected
1916-2,3,0.038461538,undirected
1916-2,4,0.019230769,undirected
1916-2,5,0.20192308,undirected
1916-3,0,0.21052632,undirected
1916-3,1,0.01754386,undirected
1916-3,2,0.01754386,undirected
1916-3,4,0.035087719,undirected
1916-3,5,0.035087719,undirected
1916-4,0,0.14102564,undirected
1916-4,2,0.025641026,undirected
1916-4,4,0.064102564,undirected
1916-4,5,0.17948718,undirected
1916-4,6,0.038461538,undirected
1916-4,9,0.038461538,undirected
1916-5,4,1,undirected
1916-6,0,0.097222222,undirected
1916-6,5,0.26388889,undirected
1916-6,9,0.11111111,undirected
1916-7,5,0.055555556,undirected
1916-7,6,0.22222222,undirected
1916-7,8,0.055555556,undirected
1916-7,9,0.11111111,undirected
1916-7,10,0.027777778,undirected
1916-8,0,0.052631579,undirected
1916-8,5,0.15789474,undirected
1916-8,6,0.078947368,undirected
1916-8,9,0.18421053,undirected
1916-9,0,0.06779661,undirected
1916-9,4,0.084745763,undirected
1916-9,5,0.20338983,undirected
1916-9,7,0.016949153,undirected
1916-9,9,0.084745763,undirected
1916-10,0,0.38709677,undirected
1916-10,5,0.064516129,undirected
1916-10,12,0.032258065,undirected
1916-11,1,0.013157895,undirected
1916-11,4,0.013157895,undirected
1916-11,5,0.26315789,undirected
1916-11,6,0.013157895,undirected
1916-11,9,0.11842105,undirected
1916-11,12,0.065789474,undirected
1916-12,0,0.15714286,undirected
1916-12,2,0.028571429,undirected
1916-12,5,0.18571429,undirected
1916-12,9,0.071428571,undirected
1916-12,13,0.014285714,undirected
1916-13,0,0.1641791,undirected
1916-13,2,0.059701493,undirected
1916-13,4,0.044776119,undirected
1916-13,5,0.19402985,undirected
1916-14,0,0.15,undirected
1916-14,4,0.016666667,undirected
1916-14,5,0.3,undirected
1916-14,9,0.016666667,undirected
1916-15,0,0.28571429,undirected
1916-15,1,0.06122449,undirected
1916-15,6,0.020408163,undirected
1916-15,8,0.020408163,undirected
1916-15,10,0.020408163,undirected
1916-16,0,0.18965517,undirected
1916-16,5,0.13793103,undirected
1916-16,9,0.13793103,undirected
1916-17,0,0.27272727,undirected
1916-17,6,0.03030303,undirected
1916-17,7,0.060606061,undirected
1916-17,13,0.15151515,undirected
1916-18,0,0.088888889,undirected
1916-18,5,0.022222222,undirected
1916-18,6,0.044444444,undirected
1916-18,9,0.17777778,undirected
1916-19,0,0.094339623,undirected
1916-19,5,0.33962264,undirected
1916-19,6,0.018867925,undirected
1916-20,0,0.15,undirected
1916-20,3,0.025,undirected
1916-20,4,0.05,undirected
1916-20,5,0.1,undirected
1916-20,13,0.05,undirected
1916-21,0,0.3255814,undirected
1916-21,1,0.046511628,undirected
1916-21,4,0.069767442,undirected
1916-21,13,0.046511628,undirected
1916-22,0,0.23728814,undirected
1916-22,1,0.016949153,undirected
1916-22,5,0.10169492,undirected
1916-22,10,0.033898305,undirected
1916-23,0,0.33766234,undirected
1916-23,6,0.025974026,undirected
1916-23,10,0.051948052,undirected
1916-23,11,0.012987013,undirected
1916-24,0,0.296875,undirected
1916-24,13,0.140625,undirected
1916-25,0,0.23913043,undirected
1916-25,5,0.14130435,undirected
1916-25,9,0.043478261,undirected
1916-25,10,0.097826087,undirected
1916-26,0,0.28888889,undirected
1916-26,5,0.13333333,undirected
1916-27,0,0.23076923,undirected
1916-27,4,0.064102564,undirected
1916-27,5,0.076923077,undirected
1916-27,9,0.038461538,undirected
1916-27,10,0.070512821,undirected
1916-27,12,0.0064102564,undirected
1916-28,0,0.22077922,undirected
1916-28,5,0.19480519,undirected
1916-28,6,0.025974026,undirected
1916-28,11,0.051948052,undirected
1916-29,0,0.25581395,undirected
1916-29,1,0.11627907,undirected
1916-29,6,0.069767442,undirected
1916-29,10,0.023255814,undirected
1916-30,0,0.20618557,undirected
1916-30,3,0.041237113,undirected
1916-30,5,0.11340206,undirected
1916-30,9,0.020618557,undirected
1916-30,13,0.041237113,undirected
1916-31,1,0.078125,undirected
1916-31,2,0.015625,undirected
1916-31,5,0.234375,undirected
1916-31,6,0.078125,undirected
1916-31,7,0.015625,undirected
1916-31,13,0.046875,undirected
1916-32,0,0.25714286,undirected
1916-32,5,0.2,undirected
1916-32,9,0.042857143,undirected
1916-33,0,0.31707317,undirected
1916-33,5,0.097560976,undirected
1916-33,12,0.024390244,undirected
1916-34,0,0.090909091,undirected
1916-34,1,0.038961039,undirected
1916-34,3,0.090909091,undirected
1916-34,5,0.051948052,undirected
1916-34,10,0.077922078,undirected
1916-34,13,0.051948052,undirected
1917-1,10,0.25,undirected
1917-2,0,0.24137931,undirected
1917-2,3,0.12643678,undirected
1917-2,4,0.068965517,undirected
1917-2,6,0.011494253,undirected
1917-3,0,0.171875,undirected
1917-3,1,0.0078125,undirected
1917-3,2,0.03125,undirected
1917-3,5,0.03125,undirected
1917-3,7,0.03125,undirected
1917-3,10,0.1015625,undirected
1917-3,13,0.046875,undirected
1917-4,0,0.3255814,undirected
1917-5,0,0.14414414,undirected
1917-5,3,0.13513514,undirected
1917-5,10,0.18918919,undirected
1917-6,0,0.18709677,undirected
1917-6,2,0.012903226,undirected
1917-6,9,0.025806452,undirected
1917-6,10,0.096774194,undirected
1917-6,13,0.032258065,undirected
1917-7,0,0.16463415,undirected
1917-7,2,0.048780488,undirected
1917-7,4,0.030487805,undirected
1917-7,10,0.085365854,undirected
1917-7,13,0.054878049,undirected
1917-8,0,0.26470588,undirected
1917-8,10,0.11764706,undirected
1917-9,0,0.057471264,undirected
1917-9,8,0.045977011,undirected
1917-9,9,0.045977011,undirected
1917-9,10,0.045977011,undirected
1917-9,11,0.022988506,undirected
1917-9,12,0.045977011,undirected
1917-9,13,0.14942529,undirected
1917-10,0,0.12820513,undirected
1917-10,1,0.051282051,undirected
1917-10,2,0.076923077,undirected
1917-10,10,0.15384615,undirected
1917-10,12,0.012820513,undirected
1917-10,13,0.038461538,undirected
1917-11,0,0.16363636,undirected
1917-11,2,0.060606061,undirected
1917-11,3,0.048484848,undirected
1917-11,11,0.0060606061,undirected
1917-11,13,0.10909091,undirected
1917-12,0,0.19496855,undirected
1917-12,2,0.11949686,undirected
1917-12,3,0.012578616,undirected
1917-12,9,0.031446541,undirected
1917-12,10,0.081761006,undirected
1917-12,11,0.0062893082,undirected
1917-12,12,0.025157233,undirected
1917-13,0,0.09,undirected
1917-13,1,0.045,undirected
1917-13,2,0.155,undirected
1917-13,3,0.06,undirected
1917-13,8,0.005,undirected
1917-13,9,0.025,undirected
1917-13,10,0.05,undirected
1917-13,11,0.01,undirected
1917-13,12,0.02,undirected
1917-13,13,0.01,undirected
1917-14,0,0.23966942,undirected
1917-14,2,0.016528926,undirected
1917-14,10,0.033057851,undirected
1917-14,11,0.0082644628,undirected
1917-14,13,0.090909091,undirected
1917-15,0,0.18333333,undirected
1917-15,2,0.066666667,undirected
1917-15,10,0.05,undirected
1917-15,11,0.033333333,undirected
1917-15,13,0.15,undirected
1917-16,0,0.096774194,undirected
1917-16,2,0.080645161,undirected
1917-16,3,0.016129032,undirected
1917-16,10,0.096774194,undirected
1917-16,13,0.14516129,undirected
1917-17,0,0.13907285,undirected
1917-17,2,0.099337748,undirected
1917-17,10,0.046357616,undirected
1917-17,11,0.066225166,undirected
1917-17,13,0.052980132,undirected
1917-18,0,0.26206897,undirected
1917-18,2,0.034482759,undirected
1917-18,12,0.020689655,undirected
1917-18,13,0.089655172,undirected
1917-19,0,0.070866142,undirected
1917-19,2,0.13385827,undirected
1917-19,5,0.015748031,undirected
1917-19,6,0.05511811,undirected
1917-19,7,0.0078740157,undirected
1917-19,10,0.031496063,undirected
1917-19,13,0.062992126,undirected
1917-20,0,0.070512821,undirected
1917-20,2,0.057692308,undirected
1917-20,3,0.038461538,undirected
1917-20,9,0.038461538,undirected
1917-20,10,0.1025641,undirected
1917-20,11,0.0064102564,undirected
1917-20,12,0.0064102564,undirected
1917-20,13,0.1025641,undirected
1917-21,0,0.21428571,undirected
1917-21,3,0.125,undirected
1917-21,7,0.017857143,undirected
1917-21,13,0.071428571,undirected
1917-22,0,0.054945055,undirected
1917-22,2,0.032967033,undirected
1917-22,10,0.20879121,undirected
1917-22,11,0.054945055,undirected
1917-23,5,0.047619048,undirected
1917-23,10,0.023809524,undirected
1917-23,13,0.28571429,undirected
1917-24,0,0.16666667,undirected
1917-24,6,0.018518519,undirected
1917-24,9,0.055555556,undirected
1917-24,10,0.16666667,undirected
1917-24,12,0.018518519,undirected
1917-25,0,0.065217391,undirected
1917-25,1,0.010869565,undirected
1917-25,2,0.11956522,undirected
1917-25,3,0.097826087,undirected
1917-25,5,0.02173913,undirected
1917-25,10,0.043478261,undirected
1917-26,0,0.17105263,undirected
1917-26,2,0.10526316,undirected
1917-26,12,0.052631579,undirected
1917-27,0,0.16666667,undirected
1917-27,1,0.055555556,undirected
1917-27,2,0.055555556,undirected
1917-27,10,0.097222222,undirected
1917-27,13,0.013888889,undirected
1917-28,0,0.17857143,undirected
1917-28,2,0.017857143,undirected
1917-28,7,0.017857143,undirected
1917-28,10,0.017857143,undirected
1917-28,12,0.14285714,undirected
1917-29,0,0.22222222,undirected
1917-29,5,0.17777778,undirected
1917-29,7,0.022222222,undirected
1917-29,10,0.044444444,undirected
1917-30,0,0.14,undirected
1917-30,4,0.02,undirected
1917-30,5,0.2,undirected
1917-30,8,0.04,undirected
1917-30,9,0.04,undirected
1917-30,10,0.14,undirected
1917-31,0,0.14285714,undirected
1917-31,3,0.031746032,undirected
1917-31,5,0.095238095,undirected
1917-31,8,0.015873016,undirected
1917-31,10,0.047619048,undirected
1917-31,11,0.015873016,undirected
1917-32,0,0.17171717,undirected
1917-32,1,0.03030303,undirected
1917-32,5,0.1010101,undirected
1917-32,6,0.11111111,undirected
1917-32,10,0.050505051,undirected
1917-32,13,0.01010101,undirected
1917-33,0,0.24,undirected
1917-33,5,0.10666667,undirected
1917-33,9,0.013333333,undirected
1917-33,12,0.066666667,undirected
1917-34,0,0.125,undirected
1917-34,5,0.3,undirected
1917-34,9,0.025,undirected
1917-34,11,0.05,undirected
1917-35,0,0.21875,undirected
1917-35,2,0.010416667,undirected
1917-35,4,0.0625,undirected
1917-35,5,0.072916667,undirected
1917-35,8,0.010416667,undirected
1917-35,9,0.010416667,undirected
1917-35,12,0.0625,undirected
1917-36,0,0.125,undirected
1917-36,5,0.14583333,undirected
1917-36,9,0.16666667,undirected
1917-36,11,0.020833333,undirected
1917-36,12,0.020833333,undirected
1917-37,0,0.2295082,undirected
1917-37,1,0.016393443,undirected
1917-37,3,0.016393443,undirected
1917-37,9,0.098360656,undirected
1917-37,12,0.049180328,undirected
1917-38,0,0.063694268,undirected
1917-38,2,0.076433121,undirected
1917-38,3,0.025477707,undirected
1917-38,9,0.012738854,undirected
1917-38,10,0.089171975,undirected
1917-38,13,0.12738854,undirected
1917-39,0,0.140625,undirected
1917-39,10,0.109375,undirected
1917-39,13,0.125,undirected
1917-40,0,0.1459854,undirected
1917-40,3,0.15328467,undirected
1917-40,13,0.04379562,undirected
1918-1,10,0.25,undirected
1918-2,0,0.14942529,undirected
1918-2,1,0.011494253,undirected
1918-2,3,0.13218391,undirected
1918-2,4,0.0057471264,undirected
1918-2,6,0.0057471264,undirected
1918-2,12,0.0057471264,undirected
1918-2,13,0.034482759,undirected
1918-3,2,0.0084033613,undirected
1918-3,3,0.21008403,undirected
1918-3,4,0.067226891,undirected
1918-3,9,0.16806723,undirected
1918-3,10,0.12605042,undirected
1918-4,0,0.11594203,undirected
1918-4,3,0.086956522,undirected
1918-4,5,0.050724638,undirected
1918-4,9,0.094202899,undirected
1918-4,11,0.057971014,undirected
1918-4,12,0.014492754,undirected
1918-5,0,0.042424242,undirected
1918-5,3,0.16969697,undirected
1918-5,9,0.11515152,undirected
1918-5,10,0.063636364,undirected
1918-5,13,0.048484848,undirected
1918-6,3,0.24074074,undirected
1918-6,4,0.0092592593,undirected
1918-6,9,0.0092592593,undirected
1918-6,10,0.064814815,undirected
1918-6,11,0.046296296,undirected
1918-6,12,0.0092592593,undirected
1918-6,13,0.12037037,undirected
1918-7,0,0.073529412,undirected
1918-7,3,0.0625,undirected
1918-7,8,0.0036764706,undirected
1918-7,9,0.20588235,undirected
1918-7,10,0.022058824,undirected
1918-7,13,0.0625,undirected
1918-8,0,0.024390244,undirected
1918-8,1,0.048780488,undirected
1918-8,3,0.20731707,undirected
1918-8,6,0.012195122,undirected
1918-8,11,0.097560976,undirected
1918-8,12,0.048780488,undirected
1918-9,0,0.074829932,undirected
1918-9,3,0.1292517,undirected
1918-9,4,0.034013605,undirected
1918-9,5,0.034013605,undirected
1918-9,8,0.034013605,undirected
1918-9,9,0.034013605,undirected
1918-9,13,0.068027211,undirected
1918-10,0,0.11428571,undirected
1918-10,3,0.085714286,undirected
1918-10,8,0.014285714,undirected
1918-10,9,0.042857143,undirected
1918-10,12,0.014285714,undirected
1918-10,13,0.14285714,undirected
1918-11,0,0.21674877,undirected
1918-11,2,0.078817734,undirected
1918-11,5,0.0098522167,undirected
1918-11,9,0.0049261084,undirected
1918-11,10,0.0049261084,undirected
