word,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13
schedule,0,0,0,0,0,0,0.0001940523,0.00034951069,0,0.00056401579,0,0,0,0
transferred,0,0,0.00006824541,0,0,0,0,0,0,0.00080573685,0,0,0,0
prime,0,0,0.0013649082,0,0,0,0.00014553922,0.000099860196,0,0,0,0,0,0
advantageously,0,0,0,0,0,0,0,0,0,0.000080573685,0,0,0,0
devised,0.00048573163,0,0,0,0,0,0,0,0,0,0,0,0,0
meets,0,0,0.00027298164,0,0,0,0,0.00024965049,0,0.000080573685,0,0,0,0
intracoastal,0,0,0,0,0,0,0,0,0,0.00024172105,0,0,0,0
flood,0,0,0,0,0,0.0015474743,0,0,0,0,0.00014832394,0,0,0
mississippi,0,0,0,0,0,0,0,0,0.0002962963,0.0020949158,0,0,0,0
colorado,0,0,0,0,0,0.00044213551,0,0,0,0,0,0,0,0
rivers,0,0,0,0,0,0,0,0,0,0.0015309,0,0,0.00066992698,0
lakes,0,0,0,0,0,0,0,0,0,0.00096688422,0,0,0,0
gulf,0,0.00023400023,0.0021838531,0,0,0,0,0,0,0.00032229474,0,0,0,0
navigation,0,0,0,0,0,0,0,0,0,0.0017726211,0,0,0,0
project,0,0,0,0,0.00012539971,0.0011421834,0,0,0,0,0,0,0.00073691968,0
lawrence,0,0,0,0,0,0.00051582477,0,0,0,0,0,0,0,0
river,0,0,0.00013649082,0,0,0.0019527652,0,0,0,0,0,0,0,0
canada,0,0,0,0,0,0,0,0,0,0.001289179,0,0.00033452275,0,0
incompatible,0,0,0.00020473623,0,0,0,0,0,0,0,0,0,0,0
reproductive,0,0,0,0,0,0,0.00024256537,0,0,0,0,0,0,0
evidenced,0,0,0.00034122705,0,0,0,0,0,0,0,0,0,0,0
ocean-going,0,0,0,0,0,0,0,0,0,0.000080573685,0,0,0,0
northeastern,0,0,0.00006824541,0,0,0,0,0,0,0,0,0,0,0
laying,0.00036429872,0,0,0,0,0,0,0,0,0,0,0,0,0
consolidations,0,0,0,0,0,0.00055266939,0,0,0,0,0,0,0,0
erroneously,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
undertakes,0.00012143291,0,0,0,0,0,0,0,0,0,0,0.00011150758,0,0
requires,0,0,0,0,0,0.00073689252,0,0.00069902137,0.00096296296,0,0,0.0021743979,0.0019427882,0
confiscation,0.00012143291,0,0,0,0,0,0,0,0,0,0,0,0,0
confiscatory,0,0,0,0,0.000062699856,0,0,0,0,0,0,0,0,0
unconstitutional,0.00012143291,0,0,0,0,0,0,0,0,0,0,0,0,0
abandon,0.00028334345,0,0.00040947246,0,0,0,0,0,0,0.00016114737,0.0010382676,0,0,0
feature,0.00028334345,0,0,0,0,0,0,0,0,0,0,0,0,0
recapture,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
redistribution,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
constitutionality,0,0,0,0,0,0,0,0.000049930098,0,0,0,0,0,0
adjudication,0.00020238818,0,0,0,0,0,0,0,0,0,0,0,0,0
awaited,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
furthermore,0.00016191054,0,0,0,0.00025079942,0,0,0,0,0.00024172105,0,0,0,0
enjoyment,0.00012143291,0,0,0,0,0,0,0,0,0,0,0,0,0.00040261701
satisfactory,0.00064764218,0,0,0,0,0,0.00033959152,0,0,0,0,0.00022301517,0,0
enacting,0,0.000058500059,0,0.00015072347,0,0,0,0,0.00051851852,0,0,0,0,0
representing,0.00032382109,0,0,0,0,0.00022106776,0,0,0,0,0,0,0,0
component,0.00032382109,0,0,0,0,0,0,0,0,0,0,0,0,0
exchange,0,0,0,0,0,0,0.00058215689,0,0,0,0,0.00072479929,0,0
avoiding,0.00036429872,0,0,0,0,0,0,0,0,0,0,0,0,0
permissive,0,0,0,0,0,0,0,0.000049930098,0.000074074074,0,0,0,0,0
ineffective,0,0,0,0,0,0.0001473785,0,0,0,0,0,0,0.00026797079,0
invoked,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
structure,0,0,0,0,0,0.0010684942,0.0011643138,0,0,0,0,0.0010035682,0,0
district,0,0,0,0,0,0.0019896098,0,0,0,0,0,0,0,0
judges,0.0010928962,0,0,0,0,0,0,0,0,0,0,0,0,0
york,0,0,0,0,0.00025079942,0,0,0,0,0,0.00059329576,0,0,0
georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010065425
circuit,0,0,0,0,0,0,0,0,0.0002962963,0,0,0,0,0
expedite,0,0,0,0,0,0.00044213551,0,0,0,0,0,0,0,0
lawyers,0,0,0,0,0,0.000073689252,0,0,0.00037037037,0,0,0,0,0
annulled,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
revising,0,0,0,0,0,0.00011053388,0,0,0,0,0,0,0,0
simplifying,0,0,0,0,0,0.0001473785,0,0,0,0,0,0,0,0
prison,0,0,0,0,0,0,0,0,0.0011111111,0,0.00044497182,0,0,0
prisoners,0,0,0.00054596328,0,0,0,0,0,0.00066666667,0,0,0,0,0
dependents,0,0,0,0,0.00075239827,0,0,0,0,0.00080573685,0,0,0,0
reformatories,0,0,0,0,0,0,0,0,0.000074074074,0,0,0,0,0
segregation,0,0,0,0,0,0,0,0,0,0.00064458948,0,0,0,0
identification,0,0,0,0,0,0.000073689252,0,0,0,0,0,0,0,0
collected,0,0,0,0,0.00031349928,0,0,0,0,0,0.00014832394,0,0,0
search,0,0,0,0,0,0,0,0,0,0,0,0.00050178412,0,0.0009562154
hovering,0,0,0,0,0,0,0,0,0,0.000080573685,0,0,0,0
smuggling,0,0,0,0,0,0.00029475701,0,0,0,0,0,0,0,0
card,0,0,0,0,0,0,0,0.00014979029,0,0.000080573685,0,0,0,0
swift,0,0,0,0,0,0,0,0,0,0,0,0,0.00046894888,0.00050327126
boats,0,0.00011700012,0,0,0,0,0,0,0,0.000080573685,0,0,0,0
rigidly,0,0,0,0,0,0,0,0,0,0.00016114737,0,0,0,0
suppress,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
disrespect,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
negro,0,0,0,0,0,0,0,0,0.00096296296,0,0,0,0,0.00010065425
numbered,0,0,0,0,0,0,0.000097026149,0,0,0,0,0,0,0
colored,0,0,0,0,0,0,0,0,0.00051851852,0,0,0,0,0
punishment,0,0,0,0,0.000062699856,0,0,0,0.00051851852,0,0,0,0,0
hideous,0,0,0,0,0,0,0,0,0.00014814815,0,0,0,0,0
lynching,0,0,0,0,0,0,0,0,0.00044444444,0,0,0,0,0
negroes,0,0,0,0,0,0,0,0,0.00022222222,0,0,0,0,0
sufferers,0,0,0,0,0,0,0.0001940523,0,0,0,0,0,0,0
furnish,0,0.000058500059,0,0,0,0,0.00048513074,0,0,0,0,0,0,0
victims,0,0,0.00047771787,0,0,0,0,0,0.0017777778,0,0,0,0,0
howard,0,0,0,0,0,0,0,0,0.00014814815,0,0,0,0,0
university,0,0,0,0,0,0,0,0.000049930098,0.00022222222,0,0,0,0,0
doctors,0,0,0,0,0,0,0,0,0.0021481481,0,0,0,0,0
integration,0,0.000058500059,0,0,0,0,0,0,0,0,0,0.00039027654,0,0
numbers,0,0,0,0,0.00031349928,0,0,0.00084881166,0.00074074074,0.00072516316,0,0,0,0
races,0,0,0,0,0,0,0,0,0.000074074074,0,0,0,0,0.00055359839
forbearance,0,0,0,0,0,0,0,0,0,0,0,0.00011150758,0,0
yearly,0,0,0,0,0.00050159885,0,0,0,0,0,0,0,0,0
four-fifths,0,0,0,0,0.00018809957,0,0,0,0,0,0,0,0,0
selection,0,0,0,0,0,0.00033160164,0,0,0,0,0,0,0,0
postmasters,0,0,0,0,0,0.0001473785,0,0,0,0,0,0,0,0
four-year,0,0,0,0,0.00018809957,0,0,0.00019972039,0,0,0,0,0,0
term,0.00060716454,0,0,0.00030144695,0,0.00047898014,0,0.00054923108,0,0,0,0,0,0
selecting,0,0,0,0,0,0.0001473785,0,0,0,0,0,0,0,0
merit,0.00036429872,0.00035100035,0,0,0,0.00025791238,0,0,0,0,0,0,0,0
buildings,0,0,0,0,0,0.00081058178,0,0,0.00022222222,0.00064458948,0,0,0,0
housing,0,0,0,0,0,0.0036844626,0,0.0027461554,0.0031851852,0,0,0,0,0
identity,0.000080955272,0,0,0.00030144695,0,0,0,0,0,0,0,0,0,0
erection,0.000040477636,0,0,0,0,0,0,0,0,0.00024172105,0,0,0,0
regulatory,0,0,0,0,0,0.0011053388,0,0.00059916117,0,0,0,0,0,0
pollution,0,0,0,0,0,0,0,0,0,0,0,0,0.0016748174,0
experiments,0,0,0,0,0,0,0,0,0,0.00032229474,0,0,0,0
prohibiting,0,0,0,0,0,0,0,0,0.00014814815,0.00016114737,0,0,0,0
spreading,0,0,0,0,0,0,0.000048513074,0,0,0,0.00081578167,0.000055753791,0,0
radio,0,0,0,0,0,0.00022106776,0,0,0.0011851852,0,0,0,0,0
liner,0,0,0,0,0,0,0,0,0,0.000080573685,0,0,0,0
loading,0,0,0,0,0,0,0,0,0,0.000080573685,0,0,0,0
recodification,0,0,0,0,0,0,0,0,0,0.000080573685,0,0,0,0
fisheries,0,0,0,0,0,0,0,0.000099860196,0,0,0,0,0,0
delegating,0,0,0,0,0,0,0,0.000049930098,0,0,0,0,0,0
decreasing,0,0,0.00006824541,0,0.00043889899,0,0,0,0,0,0,0,0,0
reducing,0.00012143291,0,0.00013649082,0,0.0014420967,0,0,0.00054923108,0.00059259259,0,0,0,0.00033496349,0
planes,0,0,0,0,0,0,0,0,0,0.0024977842,0,0,0,0
defenses,0,0,0.00061420869,0,0,0,0,0,0,0,0.0010382676,0,0.0012058686,0
weakness,0,0,0,0,0,0,0,0,0,0,0.00022248591,0,0,0.00025163563
invites,0,0,0,0,0,0,0,0,0,0.00016114737,0,0,0.00020097809,0.000050327126
insular,0,0,0,0,0,0.00033160164,0,0,0,0,0,0,0,0
reviving,0.00012143291,0,0,0,0,0,0,0,0,0,0,0,0,0
conic,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
legitimately,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015098138
guaranteed,0.000040477636,0,0,0,0,0,0,0,0.00037037037,0,0,0.00022301517,0,0
thrift,0,0,0,0,0,0,0,0.00034951069,0,0,0,0,0,0
self-control,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015098138
expressive,0.000080955272,0,0,0,0,0,0,0,0,0.000080573685,0,0,0,0
vigilant,0,0,0,0,0,0.000073689252,0,0,0.00037037037,0,0,0,0,0.00035228988
virtues,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025163563
narcotic,0,0,0,0,0,0,0,0,0.00037037037,0,0,0,0,0
drugs,0,0,0,0,0,0,0,0,0.0052592593,0,0,0,0,0
intoxicating,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
liquors,0,0,0,0,0,0,0,0,0.000074074074,0,0,0,0,0
uniformity,0.00020238818,0,0,0,0,0,0,0.000099860196,0,0,0,0,0,0
students,0,0.0037440037,0,0,0,0,0,0,0,0,0,0,0,0
parents,0,0.0054405054,0,0,0,0,0,0,0.001037037,0,0,0,0,0
anyone,0.000040477636,0.0012285012,0.00040947246,0,0,0,0,0,0,0,0,0,0,0
vary,0,0,0,0,0,0.000036844626,0,0,0,0,0,0,0,0
subjects,0,0.00035100035,0,0,0,0.0010316495,0,0,0,0,0,0,0,0
cabinet,0,0,0,0,0,0.0010316495,0,0,0,0,0,0,0,0
humanitarian,0.00012143291,0,0.00054596328,0,0,0,0,0,0,0,0,0,0,0
repressed,0,0,0.00006824541,0,0,0,0,0,0,0,0,0,0,0
cultivated,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
enlightenment,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015098138
rebellion,0,0,0,0,0,0,0,0.000049930098,0,0,0,0,0,0
background,0,0,0,0,0,0,0,0,0.00059259259,0,0,0,0,0.00015098138
arrivals,0,0,0,0,0,0,0,0,0.0002962963,0,0,0,0,0
absorb,0,0,0,0,0,0,0.00033959152,0,0,0,0,0,0,0
restricted,0,0,0,0,0,0.000073689252,0.00024256537,0,0,0,0,0,0,0
selective,0,0,0,0,0,0.00058951402,0,0,0,0.00032229474,0,0,0,0
inspection,0,0,0.00075069952,0,0,0,0.00014553922,0,0,0,0,0,0,0
admitted,0,0,0,0,0,0.00025791238,0,0,0,0,0.00014832394,0,0,0
partakers,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
veterans,0,0,0,0,0.0053921876,0.0022106776,0,0,0,0,0,0,0,0
falls,0,0,0,0,0,0,0,0,0,0.00016114737,0,0,0,0.00010065425
disabilities,0,0,0,0,0,0,0,0,0.00096296296,0,0,0,0,0
incurred,0,0,0,0,0.00050159885,0.00011053388,0,0,0,0,0,0,0,0
broadest,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
reveals,0,0,0,0,0,0.00011053388,0.000048513074,0,0,0,0,0,0,0
defects,0.00024286582,0,0,0,0,0.00018422313,0,0,0,0,0,0,0,0
preference,0,0,0,0,0,0.00011053388,0.0001940523,0,0,0,0,0,0,0
vacant,0,0,0,0,0,0,0,0,0,0.00024172105,0,0,0,0
beds,0,0,0,0,0,0,0,0,0,0.00056401579,0,0,0,0
hospitals,0,0,0,0,0,0,0,0,0.0021481481,0,0,0,0,0
wars,0,0,0.00054596328,0.00080385852,0.00031349928,0,0,0,0,0,0,0.00072479929,0,0
needing,0,0,0,0,0,0,0.00029107845,0,0,0,0,0,0,0
legion,0,0,0,0,0,0.00018422313,0,0,0,0,0,0,0,0
hearty,0,0,0,0,0,0.000073689252,0,0,0,0,0,0,0,0
painstaking,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
bonus,0,0.00011700012,0,0,0,0,0,0,0,0,0,0,0,0
unbearably,0,0,0,0,0,0,0,0,0,0.000080573685,0,0,0,0
tolerated,0.00012143291,0,0,0,0,0,0,0,0,0,0,0,0,0
comprises,0,0,0,0,0,0,0,0,0,0.00016114737,0,0,0,0
talent,0,0,0,0,0,0,0,0,0,0.00040286842,0,0,0.00040195619,0
continuity,0,0,0,0,0,0.00025791238,0,0,0.00014814815,0,0,0,0,0
peacetime,0,0,0,0,0.00075239827,0,0.0025711929,0,0,0,0,0,0,0
dealers,0,0,0,0,0,0,0,0,0.00022222222,0.000080573685,0,0,0,0
publishing,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
bituminous,0,0,0,0,0,0.00022106776,0,0,0,0,0,0,0,0
intermittence,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
suggestive,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
unlimited,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035228988
prospective,0,0,0,0,0,0.00018422313,0.00029107845,0,0,0,0,0,0,0
bargaining,0.00060716454,0,0,0,0,0,0.00033959152,0,0,0,0,0.0006690455,0,0
fails,0,0.00035100035,0,0,0,0,0,0,0,0.00048344211,0,0,0,0
warrants,0.00016191054,0,0,0,0,0,0,0,0,0,0,0,0,0
uncompromising,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
bureaus,0,0,0,0,0,0.00033160164,0,0,0,0,0,0,0,0
exception,0,0,0,0,0,0.00018422313,0,0,0,0,0,0,0,0.00045294414
remarkable,0.00024286582,0,0,0,0,0,0,0,0.00022222222,0.00056401579,0,0,0,0.00070457977
thriving,0,0,0,0,0,0,0,0.00014979029,0,0,0,0,0,0
tart,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
eleven,0.00016191054,0,0,0,0,0,0,0,0.00014814815,0,0,0,0,0
staples,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
risen,0,0,0,0.00010048232,0,0,0.00067918304,0.000099860196,0,0.000080573685,0,0,0,0
range,0,0,0,0,0,0,0.00033959152,0,0,0,0,0.00039027654,0.00093789777,0
cattle,0,0,0,0,0,0,0.00024256537,0,0,0,0,0,0,0
low,0,0,0,0,0,0,0.0014068792,0.0016976233,0,0,0,0,0,0
minnesota,0,0.00011700012,0,0,0,0,0,0.000049930098,0,0,0,0,0,0
dakota,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0.000050327126
parity,0,0,0,0,0,0,0.00048513074,0,0,0,0,0,0,0
type,0.00028334345,0,0,0,0,0.00033160164,0,0,0,0,0,0,0,0
regaining,0,0,0.00034122705,0,0,0,0,0,0,0,0,0,0,0
acute,0,0,0,0,0,0,0.00077620919,0,0,0,0,0,0,0
acreage,0,0,0,0,0,0,0.00077620919,0,0,0,0,0,0,0
fixing,0,0,0,0,0,0,0.00048513074,0,0,0,0,0,0,0
indirectly,0,0,0,0,0.0005642987,0,0,0,0,0,0,0,0,0
freight-rate,0,0,0,0,0,0.00011053388,0,0,0,0,0,0,0,0
fertilizers,0,0,0,0,0,0,0.0001940523,0,0,0,0,0,0,0
customer,0,0,0,0,0,0,0.000097026149,0,0,0,0,0,0,0
raising,0,0.00064350064,0,0,0,0,0.00024256537,0.0011983223,0,0,0,0,0,0
supervised,0,0.00011700012,0,0,0,0,0,0,0,0,0,0,0,0
theory,0.00048573163,0,0,0,0,0,0,0,0,0,0,0,0,0
diversification,0,0,0,0,0,0,0.00014553922,0,0,0,0,0.000055753791,0,0
start,0,0.0034515035,0,0,0,0,0,0.0013980427,0.00096296296,0,0,0.00050178412,0,0
financed,0,0,0,0,0.00037619913,0.00036844626,0,0,0,0,0,0,0,0
exportable,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
discretion,0,0,0,0,0,0.0001473785,0,0,0,0,0,0,0,0
fats,0,0,0,0,0,0.000036844626,0,0,0,0,0,0,0,0
exported,0,0,0,0,0,0,0.00014553922,0,0,0,0,0,0,0
muscle,0.00056668691,0,0,0,0,0,0,0,0,0,0,0,0,0
shoals,0.00052620927,0,0,0,0,0,0,0,0,0,0,0,0,0
water-power,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
retake,0,0,0,0,0.000062699856,0,0,0,0,0,0,0,0,0
location,0,0,0,0,0,0,0,0,0,0.00040286842,0.00007416197,0,0,0
plant,0,0,0,0,0,0,0.00067918304,0,0,0.001289179,0,0,0.0001339854,0
fertilizer,0,0,0,0,0,0,0.00033959152,0,0,0,0,0,0,0
quantities,0,0,0,0,0,0,0,0,0,0.00088631053,0,0,0,0
indicates,0,0,0,0,0.00087779798,0,0,0,0.000074074074,0,0,0,0,0
experimentation,0,0,0,0,0,0,0.00033959152,0,0,0,0,0,0,0
completely,0.00032382109,0,0,0.00025120579,0,0.00029475701,0.00033959152,0,0,0,0.00044497182,0,0,0
low-priced,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
nitrates,0,0,0,0,0,0,0,0,0,0.00072516316,0,0,0,0
indirect,0,0,0,0,0,0,0.00033959152,0,0,0,0,0,0,0
primary,0,0,0.00013649082,0,0,0.00092111566,0.00048513074,0,0,0,0,0,0,0
negotiations,0,0,0.0014331536,0,0,0,0,0,0,0,0,0.0022859054,0,0
occupants,0,0,0,0,0,0.000036844626,0,0,0,0,0,0,0,0
empowering,0,0.00029250029,0,0,0,0,0,0,0,0,0,0,0,0
suspend,0,0.00023400023,0,0,0,0,0,0,0.000074074074,0,0,0,0,0
reassess,0,0,0,0,0,0.0001473785,0,0,0,0,0,0,0,0
users,0,0,0,0,0,0.0001473785,0,0,0,0,0,0.000055753791,0,0
affecting,0.00024286582,0,0,0,0,0.00051582477,0,0,0,0,0,0,0,0
reforestation,0.00016191054,0,0,0,0,0,0,0,0,0,0,0,0,0
secures,0,0,0.00006824541,0,0,0,0,0,0,0,0,0,0,0
investigating,0.00012143291,0,0,0,0,0,0,0,0,0,0,0,0,0
announced,0,0,0,0,0,0.00011053388,0.00024256537,0,0,0,0,0.00055753791,0,0
forgetful,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
dreading,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
ditty,0,0,0,0.000050241158,0,0,0,0,0,0,0,0,0,0
idealism,0,0,0,0.00070337621,0,0,0,0,0.00022222222,0,0,0,0,0
lifts,0,0,0,0,0,0,0,0,0,0,0,0,0.0001339854,0
cloistered,0,0,0,0,0,0,0,0,0,0,0,0.000055753791,0,0
impractical,0,0,0,0,0,0,0,0,0,0,0,0.000055753791,0,0
curse,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010065425
hatred,0,0,0,0,0,0,0,0,0,0,0.0011124295,0,0,0
wrongful,0.00012143291,0,0,0,0,0,0,0,0,0,0,0,0,0
reliance,0,0,0,0,0.00012539971,0,0,0,0,0,0.00051913379,0,0,0
determinations,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
republic--free,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
customary,0.00020238818,0,0,0,0,0,0,0,0,0,0,0,0,0
unique,0,0,0,0.00040192926,0,0.000073689252,0,0,0,0,0,0,0,0.00065425264
inhabitants,0.000445254,0,0.00006824541,0,0,0,0,0,0,0,0,0,0,0
intellectual,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070457977
unsurpassed,0,0,0,0,0,0,0,0,0,0,0,0.000055753791,0,0.00025163563
elementary,0,0.00052650053,0,0,0,0.0001473785,0,0,0,0,0,0,0,0
breadth,0,0,0,0.000050241158,0,0,0,0,0,0,0,0,0,0
industriously,0,0,0,0,0,0,0,0,0.000074074074,0,0,0,0,0
honestly,0.00036429872,0,0,0,0,0,0,0,0,0,0,0,0,0
heir,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010065425
speedy,0.00016191054,0,0,0,0,0,0,0,0,0.00024172105,0,0,0,0
profess,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020130851
era,0,0,0,0.0014067524,0,0,0,0,0,0,0,0.0016726137,0,0.00035228988
satisfying,0,0,0,0,0,0,0,0,0,0,0,0.00011150758,0,0.000050327126
ministrations,0,0,0,0.000050241158,0,0,0,0,0,0,0,0,0,0
charities,0,0,0,0,0,0,0,0,0.00066666667,0,0,0,0,0
humanities,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00090588827
directions,0,0,0,0,0.00031349928,0.00040529089,0,0,0,0,0,0,0,0
inhabitant,0.00012143291,0,0,0,0,0,0,0,0,0,0,0,0,0
one-third,0,0,0,0.000050241158,0.0011285974,0,0,0.000099860196,0,0,0,0,0,0
two-thirds,0,0,0,0,0.0010658975,0,0,0,0,0,0,0,0,0
ominous,0,0,0,0,0,0,0.0001940523,0,0,0,0,0,0,0
overtook,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
terrific,0,0,0,0,0,0.000073689252,0,0,0.00014814815,0,0,0,0,0
shrinkage,0,0,0,0,0,0,0.00014553922,0,0,0,0,0,0,0
resulted,0,0,0,0,0,0.00058951402,0.00038810459,0,0,0,0,0,0,0
one-fifth,0,0,0,0,0,0,0.00029107845,0,0,0,0,0,0,0
reestablishing,0,0.000058500059,0,0,0.00018809957,0,0,0,0,0,0,0,0,0
reaches,0,0,0,0,0,0,0,0,0,0.00016114737,0.00051913379,0,0.00040195619,0
blessing,0,0,0,0.00015072347,0.00018809957,0,0,0,0,0,0,0,0,0
fallacy,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
person,0,0.00087750088,0,0.00030144695,0,0,0,0,0.0013333333,0,0,0,0,0.00040261701
shelter,0,0,0,0,0,0,0.00029107845,0,0.00037037037,0,0,0,0,0.00015098138
expends,0,0,0,0,0,0,0.000097026149,0,0,0,0,0,0,0
way--by,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
margin,0,0,0.00034122705,0,0.00025079942,0,0,0,0,0,0,0,0,0
forerunner,0,0,0,0,0,0,0,0,0,0,0,0.000055753791,0,0
mainstay,0,0,0,0,0,0.000036844626,0,0,0,0,0,0,0,0
stronger,0,0.00081900082,0,0,0,0,0,0,0,0,0.0015574014,0.0011708296,0,0.0017614494
preponderance,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
spite,0,0,0,0,0.00062699856,0,0.00033959152,0,0,0,0,0,0,0.00035228988
glaring,0,0,0,0,0.00012539971,0,0,0,0,0,0,0,0,0
assessed,0,0,0,0.000050241158,0,0,0,0,0,0,0,0,0,0
income-tax,0,0,0,0,0,0,0.00014553922,0,0,0,0,0,0,0
payers,0,0,0,0,0.000062699856,0,0,0,0,0,0,0,0,0
damage,0.00016191054,0,0.00013649082,0,0,0,0.00067918304,0,0,0,0,0,0,0
detrimental,0,0,0,0,0.00018809957,0,0,0,0,0,0,0,0,0
anybody,0.00020238818,0.00011700012,0,0.000050241158,0,0,0,0,0,0,0,0.000055753791,0,0
gap,0,0,0,0,0,0,0.00033959152,0.00024965049,0,0,0,0,0.00033496349,0
resist,0,0,0,0,0,0,0.000048513074,0,0,0,0.0014090774,0,0,0
attachment,0,0,0,0,0,0,0,0,0.000074074074,0,0,0,0,0
resisted,0,0,0,0,0,0,0.000097026149,0,0,0,0.00014832394,0,0,0
stimulus,0,0,0,0,0,0.00018422313,0.00043661767,0,0,0,0,0,0,0
discouragement,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
scientifically,0,0,0,0,0,0,0,0,0.000074074074,0,0,0,0,0
downward,0,0,0,0,0,0,0.00029107845,0,0,0,0,0,0,0
rent,0,0,0,0,0,0,0.00072769611,0,0,0,0,0,0,0
firmly,0,0,0,0,0,0,0,0,0,0,0,0.001338091,0,0
waterway,0,0,0,0,0,0,0,0,0,0.0011280316,0,0,0,0
basin,0,0,0.00027298164,0,0,0.00025791238,0,0,0,0,0,0,0,0
cape,0,0,0,0,0,0,0,0,0,0.00024172105,0,0,0,0
cod,0,0,0,0,0,0,0,0,0,0.00016114737,0,0,0,0
atlantic,0,0,0.0025250802,0,0,0,0,0,0,0,0,0.00072479929,0,0
divested,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
proceed,0.00093098563,0,0,0,0,0,0,0,0,0.00040286842,0,0,0,0
slowly,0,0.00017550018,0,0,0,0,0.00033959152,0,0,0,0.00022248591,0,0,0
self-sustaining,0,0,0,0,0,0,0.00029107845,0,0,0,0,0,0,0
striving,0.00020238818,0,0,0,0,0,0,0,0,0,0,0,0,0.00090588827
fiat,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
arrange,0,0,0,0,0,0,0,0,0,0,0,0.00011150758,0,0
monetary,0,0,0,0,0,0,0.00038810459,0,0,0,0,0.0016726137,0,0
friction,0.00020238818,0,0,0,0,0,0,0,0,0,0,0,0,0
harvest,0,0,0,0,0,0,0.00029107845,0,0,0,0,0,0,0
compares,0,0,0,0,0.00025079942,0,0,0,0,0,0,0,0,0
deduction,0,0,0,0,0,0,0,0.00049930098,0,0,0,0,0,0
interval,0,0,0,0,0,0,0.000097026149,0,0,0,0,0,0,0
mostly,0.00024286582,0,0,0,0,0,0.00014553922,0,0,0,0,0,0,0
season,0.00016191054,0,0,0,0,0,0.00029107845,0,0,0,0,0,0,0
undeniably,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
conclude,0,0,0,0,0,0,0,0,0.000074074074,0,0,0.00050178412,0,0
recovered,0,0,0,0,0.00050159885,0,0,0,0,0,0,0,0,0
dry,0,0,0,0,0,0,0,0,0,0,0,0.00022301517,0,0
weather,0,0,0,0,0,0,0.00048513074,0,0,0,0,0,0,0.00010065425
intricate,0,0,0,0,0,0,0,0,0,0,0,0.00022301517,0,0
nitrogen,0,0,0,0,0,0,0.00043661767,0,0,0,0,0,0,0
explosives,0,0,0,0,0,0,0,0,0,0.00032229474,0,0,0.0001339854,0
