word,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13
trustee,0,0,0,0,0,0,0,0.000049930098,0,0,0,0,0,0
liberation,0,0,0.001160172,0,0,0,0,0,0,0,0,0,0,0
exploited,0,0.000058500059,0,0,0,0,0.000097026149,0,0,0,0,0,0,0
entrenched,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
faced,0,0,0,0.0014569936,0,0,0,0.00034951069,0,0,0.00051913379,0,0.0001339854,0
spoke,0,0,0,0.0013062701,0,0,0,0,0.00051851852,0,0,0,0,0
unscrupulous,0,0,0,0,0,0,0.000097026149,0,0,0,0,0,0,0
money-changers,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
indicted,0.000040477636,0,0,0.000050241158,0,0,0,0,0,0,0,0,0,0
mankind's,0,0,0,0.00010048232,0,0,0,0,0,0,0,0,0,0
stubbornness,0,0,0,0.000050241158,0,0,0,0,0,0,0,0,0,0
incompetence,0,0,0,0.00015072347,0,0,0,0,0,0,0,0,0,0
abdicated,0,0,0,0,0,0,0,0,0,0,0.00014832394,0,0,0
damaging,0,0,0,0,0,0,0.00024256537,0,0,0,0,0,0,0
admissions,0,0,0.00027298164,0,0,0,0,0,0,0,0,0,0,0
abdication,0,0,0,0.00015072347,0,0,0,0,0,0,0,0,0,0
round,0,0.00017550018,0,0,0,0,0,0,0,0,0,0.0006132917,0,0
dreary,0,0.000058500059,0,0,0,0,0,0,0,0,0,0,0,0
street,0,0.00081900082,0,0,0,0,0,0,0.00059259259,0,0,0,0,0
rigorously,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
steal,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
livery,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
discredited,0,0,0,0,0,0,0,0,0.00022222222,0,0,0,0,0.00010065425
guardians,0,0.000058500059,0,0,0,0,0,0,0,0,0.00014832394,0,0,0
wrongfully,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
arena,0,0,0.00006824541,0,0,0,0,0,0,0,0,0,0,0.00020130851
seek--this,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
industry--to,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
honored,0,0.00011700012,0,0.00025120579,0,0,0,0,0.001037037,0,0,0,0,0
discord,0,0,0,0,0,0,0,0,0,0,0.00029664788,0.000055753791,0,0
people--they,0.000040477636,0,0,0.000050241158,0,0,0,0,0,0,0,0,0,0
instill,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020130851
seizing,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
instilled,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010065425
autocrats,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
bigger,0,0,0,0.00090434084,0,0,0,0,0,0,0,0,0,0
ye,0,0,0,0,0,0,0,0,0,0,0,0,0,0
predecessor,0,0,0,0,0,0.000073689252,0,0,0,0,0,0,0,0
yeas,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
nays,0,0.000058500059,0,0,0,0,0,0,0,0,0,0,0,0
hoe,0,0,0,0,0,0,0,0.000049930098,0,0,0,0,0,0
row,0,0,0,0,0,0,0,0.00019972039,0.00066666667,0,0,0,0,0
eat,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025163563
grudging,0,0,0,0,0,0,0,0,0,0,0,0,0.000066992698,0
soup,0,0,0,0,0,0,0,0.000049930098,0,0,0,0,0,0
kitchens,0,0.000058500059,0,0,0,0,0,0,0,0,0,0,0,0
aged,0,0,0,0,0,0,0,0,0.001037037,0,0,0,0,0
squalor,0,0,0,0,0,0,0,0,0.0002962963,0,0,0,0,0
expose,0,0,0,0,0,0,0,0,0,0,0.00029664788,0,0,0
manipulations,0,0,0,0,0,0,0.000097026149,0,0,0,0,0,0,0
dishonest,0,0,0,0,0,0,0.000097026149,0,0.00014814815,0,0,0,0,0
hide,0,0,0,0,0,0,0,0,0,0,0.00051913379,0,0,0
dissent,0,0,0,0,0,0,0,0,0,0,0.00037080985,0,0,0
cowardly,0,0.00011700012,0,0,0,0,0,0,0,0,0,0,0,0
cloak,0,0,0,0,0,0,0,0,0,0,0,0.000055753791,0,0
generality,0,0.00011700012,0,0,0,0,0,0,0,0,0,0,0,0
define,0,0,0,0,0,0,0,0,0,0,0,0.0006132917,0,0
past--bad,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
resplendent,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
prate,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
puppets,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
shackles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010065425
past--power,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
enslavement,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020130851
subtly,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
expensively,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
cleverly,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
cried,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
perish,0,0,0,0.000050241158,0,0,0,0,0,0,0.00014832394,0,0,0
understands,0,0,0,0,0,0,0,0,0,0,0,0,0.000066992698,0
unceasing,0.00012143291,0,0,0,0,0,0,0,0,0,0,0,0,0
prerogatives,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
retreat,0,0,0,0,0,0,0,0,0,0,0.0013349155,0,0,0
arduous,0,0,0,0.000050241158,0,0,0,0,0,0,0,0,0,0
warm,0,0,0,0.00015072347,0,0,0,0,0,0,0,0,0,0
repeating,0,0,0,0,0,0,0,0,0,0,0.00022248591,0,0,0
philosopher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010065425
feet,0,0,0,0.0003516881,0,0,0,0,0,0,0,0,0,0
sat,0,0,0,0.00040192926,0,0,0,0,0,0.000080573685,0,0,0,0
teach,0,0.0015210015,0,0,0,0,0,0,0,0,0,0,0,0
brave,0,0,0,0.00070337621,0,0,0,0,0,0,0.0011865915,0,0,0
inspire,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00080523402
lips,0,0,0,0.000050241158,0,0,0,0,0,0,0,0,0,0
passes,0,0,0,0.00020096463,0,0,0,0.000049930098,0,0,0,0,0,0
issues--a,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
volunteers,0,0.00058500059,0,0,0,0,0,0,0,0.00096688422,0,0,0,0
insight,0,0,0,0.00010048232,0,0,0,0,0,0,0,0,0,0
master--the,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
labored,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015098138
unsparingly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
delivers,0,0,0,0,0.000062699856,0,0,0,0,0,0,0,0,0
presidency,0,0,0,0.00060289389,0,0,0,0,0,0,0,0,0,0
occur,0,0,0.00027298164,0,0.00043889899,0,0,0,0,0,0,0,0,0
compel,0.00028334345,0,0.00013649082,0,0,0,0,0,0,0,0,0,0,0
spain,0.000040477636,0,0.00013649082,0,0,0,0,0,0,0,0,0,0,0
visible,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015098138
historic,0,0.00023400023,0,0.0015072347,0,0,0,0.00064909127,0,0,0,0.0020071365,0.00093789777,0
simpler,0,0,0,0,0,0,0,0.00024965049,0,0,0,0,0,0
traditionally,0,0,0,0.00015072347,0,0,0,0,0,0,0,0,0,0.00015098138
ramification,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
eventual,0.00028334345,0,0,0,0,0,0,0,0,0,0,0,0,0
joints,0,0,0,0,0,0,0,0,0,0,0,0.000055753791,0,0
overhauling,0,0,0,0,0,0,0,0,0,0.00024172105,0,0,0,0
aimed,0,0.00011700012,0,0,0,0,0,0.00034951069,0,0,0,0,0.00020097809,0
view--to,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
crisis--you,0,0,0,0,0,0,0,0,0.000074074074,0,0,0,0,0
enactments--safe,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
sweat,0,0,0,0.00015072347,0,0,0,0,0,0,0,0,0,0
purposeless,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
whirring,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
woman,0,0,0,0.00050241158,0,0,0,0,0.00037037037,0,0,0,0,0.00060392552
wheels,0,0,0,0,0,0,0.000097026149,0,0,0,0.00022248591,0,0,0
culture,0,0.00046800047,0,0,0,0,0,0,0,0,0,0,0,0.00065425264
habitations,0,0,0,0,0,0,0,0,0.000074074074,0,0,0,0,0
slum,0,0,0,0,0,0.00018422313,0,0,0,0,0,0,0,0
prevalence,0,0,0,0,0,0,0,0.000049930098,0,0,0,0,0,0
un-american,0,0,0,0,0,0,0,0,0.00022222222,0,0,0,0,0
tenant,0,0,0,0,0,0,0,0,0.0002962963,0,0,0,0,0
tenants,0,0,0,0,0,0,0.000048513074,0,0.000074074074,0,0,0,0,0.000050327126
lot,0,0.0019305019,0,0.0003516881,0,0,0,0.00024965049,0,0,0,0,0,0
broadening,0,0,0,0,0,0.00022106776,0,0,0,0,0,0,0,0
inclusive,0,0,0,0,0,0,0.000048513074,0,0,0,0.00007416197,0,0,0
symptom,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025163563
evolutionary,0,0,0,0,0,0,0,0,0,0,0,0.00016726137,0,0
mitigates,0,0,0,0,0,0.000036844626,0,0,0,0,0,0,0,0
justifies,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
filing,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
tied,0,0.00029250029,0.00027298164,0,0,0,0.00014553922,0,0,0,0,0,0,0
swings,0,0,0,0,0,0,0.00014553922,0,0,0,0,0,0,0
monopolistic,0,0,0,0,0,0,0.00038810459,0,0,0,0,0,0,0
underproduction,0,0,0,0,0,0,0.000097026149,0,0,0,0,0,0,0
sisters,0,0,0,0,0,0,0,0,0,0,0,0.000055753791,0,0
distill,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
troubles,0,0.00064350064,0,0,0,0,0,0,0,0,0,0,0,0
perilous,0,0,0,0,0,0,0,0,0,0,0.00029664788,0.00022301517,0,0
confirms,0.000040477636,0,0,0,0,0,0,0,0,0,0.00014832394,0,0,0
arose,0,0,0,0,0,0.000036844626,0,0,0,0,0,0,0,0
controls,0,0,0,0,0,0.000036844626,0.0017949837,0,0,0,0,0,0.00080391237,0
n.r.a,0,0,0,0,0,0,0,0,0,0.000080573685,0,0,0,0
parallel,0,0,0,0,0,0,0,0,0,0.00016114737,0,0,0,0.00015098138
simultaneous,0,0,0,0,0,0,0,0,0.00014814815,0,0,0,0,0
curbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
insincerely,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
cling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
theoretical,0,0,0,0,0,0.000036844626,0,0,0,0,0,0,0,0
industrialized,0,0,0,0,0,0,0,0.00014979029,0,0,0,0.00078055308,0,0
conducts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010065425
device,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
read,0,0.0016380016,0,0,0,0,0,0,0.000074074074,0,0,0,0,0
reread,0,0.000058500059,0,0,0,0,0,0,0,0,0,0,0,0
preamble,0,0,0,0.00015072347,0,0,0,0,0,0,0,0,0,0
thereof,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
confers,0,0.000058500059,0,0,0,0,0,0,0,0,0,0,0,0
reading,0,0.0011700012,0,0,0,0,0,0,0,0,0,0,0,0
surmise,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
edmund,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
randolph,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
explained,0,0,0,0,0,0,0,0,0,0,0.00022248591,0,0,0
insert,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
clogged,0,0,0,0,0,0,0,0,0,0.00024172105,0,0,0,0
prolonged,0.00016191054,0,0,0,0,0,0,0,0.00022222222,0,0,0,0,0
improvident,0,0,0.00006824541,0,0,0,0,0,0,0,0,0,0,0
oligarchy,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
oligarchies,0,0,0,0,0,0,0,0,0,0,0,0.000055753791,0,0
militarism,0,0,0.00040947246,0,0,0,0,0,0,0,0,0,0,0
leapt,0,0,0.00006824541,0,0,0,0,0,0,0,0,0,0,0
waned,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
visited,0,0.00046800047,0,0,0,0,0,0,0,0,0,0.00022301517,0,0
receptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
greeted,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010065425
reaffirmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040261701
cultural,0,0,0.00034122705,0,0,0,0,0,0,0,0,0,0,0.00040261701
spectacular,0.00012143291,0,0,0.000050241158,0,0,0,0,0,0,0,0,0,0
relate,0,0,0,0,0,0,0,0,0,0,0,0,0.00026797079,0
curbing,0,0,0,0,0,0,0,0,0.00022222222,0,0.00007416197,0,0,0
balancing,0,0,0,0,0.00031349928,0,0,0.00029958059,0,0,0,0,0,0
non-existent,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
conceded,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
mine,0,0,0,0.00040192926,0,0,0.00024256537,0,0,0,0,0,0,0
auspicious,0,0,0,0.000050241158,0,0,0,0,0,0,0,0,0,0
underlie,0,0,0,0.000050241158,0,0,0,0,0,0,0,0,0,0
thankful,0,0,0,0.00030144695,0,0,0,0,0,0,0,0,0,0
seriousness,0,0,0,0,0,0,0,0,0,0,0,0.00022301517,0,0
tension,0,0,0.0006824541,0,0,0,0,0.000049930098,0,0,0,0,0,0
strives,0,0,0,0,0,0,0,0,0,0,0,0.000055753791,0,0
reciprocity,0.000040477636,0,0.00006824541,0,0,0,0,0,0,0,0,0,0,0
governments--or,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
discarded,0,0,0,0,0,0,0,0,0.00044444444,0,0,0,0,0
insists,0,0.000058500059,0,0,0,0,0,0,0,0,0.00022248591,0,0,0
survive,0.000040477636,0,0,0,0,0,0,0,0,0,0.00037080985,0.000055753791,0,0
absolve,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
faces,0,0,0.00013649082,0,0,0,0,0,0,0.00016114737,0.00066745773,0,0.000066992698,0
squarely,0,0,0,0,0,0,0,0,0,0,0,0,0.00046894888,0.00030196276
lifetime,0,0.00076050076,0,0,0,0,0,0,0,0,0,0,0,0.00035228988
sprung,0,0.000058500059,0,0,0,0,0,0,0,0,0,0,0,0
inaction--from,0,0.000058500059,0,0,0,0,0,0,0,0,0,0,0,0
ignoring,0,0.00029250029,0,0,0,0,0,0,0,0,0,0,0,0
happening,0,0.00017550018,0,0,0,0,0,0,0,0,0,0,0,0
time-serving,0,0.000058500059,0,0,0,0,0,0,0,0,0,0,0,0
distributes,0,0,0,0,0,0,0,0,0,0.000080573685,0,0,0,0
agriculture--and,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
resources--went,0,0,0,0,0,0,0,0,0,0,0,0,0.000066992698,0
feverishly,0,0,0,0,0,0,0,0,0,0,0,0,0.000066992698,0
rebelled,0,0,0,0,0,0,0,0,0,0,0,0,0.000066992698,0
deserts,0,0,0,0,0,0,0,0,0,0,0.00014832394,0,0,0
abject,0,0,0.00006824541,0,0,0,0,0,0,0,0,0,0,0
wont,0,0,0,0,0,0,0,0,0,0,0,0,0.000066992698,0
peasants,0,0,0,0,0,0,0,0,0.000074074074,0,0,0,0,0
non-farming,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
virgin,0,0,0.00020473623,0,0,0,0,0,0,0,0,0,0,0
plough,0,0,0.00006824541,0,0,0,0,0,0,0,0,0,0,0
lard,0,0,0,0.000050241158,0,0,0,0,0,0,0,0,0,0
knowingly,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
nations--an,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
revert,0,0,0,0,0,0,0.000097026149,0,0,0,0,0,0,0
guarantor,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
underwriter,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
limit--a,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
bankrupt,0,0,0,0,0,0,0.000097026149,0,0,0,0,0,0,0
scarcities,0,0,0,0,0,0,0.000097026149,0,0,0,0,0,0,0
glut,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
shameless,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
misrepresentation,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
meaning,0,0,0,0.00010048232,0,0,0,0,0,0,0.0007416197,0,0,0.00090588827
theorists,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
harp,0,0,0,0,0,0,0,0,0,0,0.00014832394,0,0,0
wants--to,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
well--or,0,0,0,0,0,0,0,0,0,0,0,0,0.000066992698,0
badly,0,0.00040950041,0,0,0,0,0,0,0,0,0,0,0,0
thereof--or,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
burn,0,0,0,0,0,0,0,0,0,0,0,0,0.0001339854,0
slash,0,0,0,0.00010048232,0,0,0,0,0,0,0,0,0,0
crop--and,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
destroys,0,0,0,0,0,0,0,0.000049930098,0.00014814815,0,0,0,0,0
claimed,0,0,0,0.00020096463,0,0,0,0,0,0,0,0,0,0
ill-considered,0.00016191054,0,0,0,0,0,0,0,0,0,0,0,0,0
well-meaning,0,0,0,0,0,0,0,0.000049930098,0,0,0,0,0,0
all-weather,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
textile,0,0,0.00006824541,0,0,0,0,0,0,0,0,0,0,0
steadier,0,0,0,0,0,0,0.00014553922,0,0,0,0,0,0,0
wares,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
stay,0,0.0011700012,0,0,0,0,0.000048513074,0,0,0,0.00096410561,0,0,0
congress--this,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
congress--put,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
floor,0,0,0,0,0,0,0,0,0.00037037037,0,0,0,0.00060293428,0
ceiling,0,0,0,0,0.0005642987,0,0,0,0.000074074074,0,0,0,0,0
believing,0,0.00011700012,0,0.000050241158,0,0,0,0,0,0,0,0,0,0
lip,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
wonder,0,0.00052650053,0,0,0,0,0,0,0,0,0,0,0,0
opponents,0,0.00023400023,0,0,0,0,0,0,0,0,0,0,0,0
underpaid,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
overworked,0,0.00017550018,0,0,0,0,0,0,0,0,0,0,0,0
opposes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010065425
acquire,0,0,0,0,0,0,0,0,0,0,0.00029664788,0,0.00033496349,0
surviving,0,0,0,0,0,0,0,0,0,0.000080573685,0,0,0,0.00010065425
sectional,0.00012143291,0,0,0,0,0,0,0,0,0,0,0,0,0
utterances,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
philosophy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050327126
pitifully,0,0,0,0,0,0,0,0,0,0.000080573685,0,0,0,0
poorest,0,0.00052650053,0,0,0,0,0,0,0,0,0,0,0,0
capita,0,0,0,0,0,0,0.00024256537,0,0,0.000080573685,0,0,0,0
blocking,0,0,0.00020473623,0,0,0,0,0,0,0,0,0,0,0
overwork,0,0,0,0,0,0,0,0,0.00014814815,0,0,0,0,0
enure,0,0,0,0,0,0,0,0.000049930098,0,0,0,0,0,0
absentee,0,0,0,0,0,0,0,0.000049930098,0,0,0,0,0,0
gather,0,0,0,0.00050241158,0,0,0,0,0,0,0,0,0,0
helping,0,0.0022230022,0.00075069952,0,0,0,0,0,0.0016296296,0,0,0.00055753791,0,0
constituencies,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
underestimate,0,0,0,0,0,0,0,0,0,0,0,0.00022301517,0,0
population--those,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
whole--in,0,0,0,0,0.000062699856,0,0,0,0,0,0,0,0,0
income--can,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
thirty-eight,0,0,0,0,0.000062699856,0,0,0,0,0,0,0,0,0
sixty-eight,0,0,0,0,0.000062699856,0,0,0,0,0,0,0,0,0
ninety,0,0,0,0,0.00012539971,0,0,0,0,0,0,0,0,0
pleaded,0,0,0,0,0.00018809957,0,0,0,0,0,0,0,0,0
plead,0,0,0,0,0.00012539971,0,0,0,0,0,0,0,0,0
unbalancing,0,0,0,0,0.000062699856,0,0,0,0,0,0,0,0,0
exhibit,0,0,0,0,0,0,0,0,0.00014814815,0,0,0,0,0
outgo,0,0,0,0,0.00018809957,0,0,0,0,0,0,0,0,0
invariable,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
business--i,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
pin,0,0.00011700012,0,0,0,0,0,0,0,0,0,0,0,0
substituting,0,0,0,0.00015072347,0,0,0,0,0,0,0,0,0,0
banker,0,0,0,0,0,0,0.000097026149,0,0,0,0,0,0,0
industrialist,0,0,0,0,0,0,0,0,0,0,0,0.000055753791,0,0
economist,0,0,0,0,0,0,0,0,0,0,0,0.000055753791,0,0
starve,0,0,0,0,0.00012539971,0,0,0,0,0,0,0,0,0
curtailing,0,0,0,0,0.00018809957,0,0,0,0,0,0,0,0,0
harming,0,0,0,0,0,0,0,0,0.000074074074,0,0,0,0,0
power--or,0,0,0,0,0,0,0,0,0,0,0,0,0.000066992698,0
income--will,0,0,0,0,0,0,0,0,0,0,0,0,0.000066992698,0
tax-paying,0,0,0,0,0,0.000073689252,0,0,0,0,0,0,0,0
otherwise--abuses,0,0,0,0,0,0.000036844626,0,0,0,0,0,0,0,0
end--must,0,0,0,0,0.000062699856,0,0,0,0,0,0,0,0,0
graduated,0,0,0,0,0,0,0,0.00014979029,0,0,0,0,0,0
complainants,0,0,0,0,0,0,0,0,0,0,0,0,0.0001339854,0
flat,0,0.000058500059,0,0,0,0,0,0,0,0,0,0,0,0
presupposes,0,0,0,0,0,0.000036844626,0,0,0,0,0,0.000055753791,0,0
misuse,0,0,0,0,0,0,0,0,0,0,0.00037080985,0,0,0
suspension,0.00012143291,0,0,0,0,0,0,0,0,0,0,0,0,0
capitalistic,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
misuses,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
distort,0,0,0,0,0,0.00011053388,0.000048513074,0,0,0,0,0,0,0
deception,0.00020238818,0,0,0,0,0,0,0,0,0,0,0,0,0
capitalization,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
write-ups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
rigging,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
collusive,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
bidding,0,0,0,0,0,0,0,0.000099860196,0,0,0,0,0,0
baffle,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
high-pressure,0,0,0,0,0,0,0,0,0,0,0,0,0.000066992698,0
salesmanship,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
cycles,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
recessions,0,0,0,0,0,0,0.00024256537,0,0,0,0,0,0,0
drives,0,0,0,0,0,0,0,0.00014979029,0,0.00016114737,0,0,0,0
locally,0,0,0,0,0,0.0001473785,0,0,0,0,0,0,0,0
regionally,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
intimidation,0,0,0.00027298164,0,0,0,0.000048513074,0,0,0,0,0,0,0
enumeration,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
generically,0,0,0,0,0,0,0,0,0,0,0.00007416197,0,0,0
politic--control,0,0,0,0,0,0,0,0.000049930098,0,0,0,0,0,0
numerical,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
fooling,0,0,0,0,0,0,0,0,0,0.000080573685,0,0,0,0
trying,0,0.00064350064,0,0,0,0,0,0,0.00044444444,0,0.00066745773,0,0,0.00085556115
cheat,0,0,0.00006824541,0,0,0,0,0,0,0,0,0,0,0
relied,0,0,0.00006824541,0,0,0,0,0,0,0,0.00029664788,0,0,0
recount,0.000080955272,0,0,0,0,0,0,0,0,0,0,0,0,0
reconstructing,0,0,0,0,0,0,0,0,0.000074074074,0,0,0,0,0
perplexity,0,0,0,0,0.000062699856,0,0,0,0,0,0,0,0,0
climate,0,0,0,0,0,0,0,0,0,0,0,0,0.00087090507,0.00025163563
incompetent,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
outworn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
spindle,0,0,0,0,0,0,0,0,0.000074074074,0,0,0,0,0
nationally,0.00012143291,0,0,0,0,0,0,0,0,0,0,0,0,0.00010065425
situations,0,0,0.00040947246,0,0,0.000073689252,0.0001940523,0,0,0,0,0,0,0
unnecessarily,0,0,0,0,0,0,0,0.000099860196,0,0,0,0,0,0
hourly,0,0,0,0,0,0,0.00014553922,0,0,0,0,0,0,0
regularizing,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
year--in,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
worker's,0,0,0,0,0,0,0.000048513074,0,0,0,0,0,0,0
conscript,0,0.000058500059,0,0,0,0,0,0,0,0,0,0,0,0
sabotaged,0,0,0,0,0,0.000036844626,0,0,0,0,0,0,0,0
government--without,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
affiliation,0,0,0.00020473623,0,0,0,0,0,0,0,0,0,0,0
prejudices--in,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
vice,0,0,0,0.00060289389,0,0,0,0,0.0037037037,0,0,0,0,0
signals,0,0,0,0.000050241158,0,0,0,0,0.000074074074,0,0,0,0,0
seventy-sixth,0,0,0,0.00010048232,0,0,0,0,0,0,0,0,0,0
envelop,0,0,0,0,0,0,0,0,0,0,0,0.000055753791,0,0
flames,0,0,0.00013649082,0,0,0,0,0,0,0,0,0,0,0
rage,0,0,0,0,0,0,0,0,0,0,0.00022248591,0,0,0
undeclared,0,0,0,0,0,0,0,0,0,0,0,0.00011150758,0,0
wars--military,0,0.000058500059,0,0,0,0,0,0,0,0,0,0,0,0
deadly,0,0,0,0,0,0,0,0,0,0,0.0007416197,0,0.00060293428,0
armaments--military,0,0.000058500059,0,0,0,0,0,0,0,0,0,0,0,0
two--democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050327126
teaching,0,0.0012870013,0,0,0,0,0,0,0,0,0,0,0,0.00025163563
teaches,0,0.000058500059,0,0,0,0,0,0,0,0,0,0,0,0.00015098138
springs,0,0,0,0,0,0,0,0,0,0,0,0.00011150758,0,0
three--religion,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
faith--complement,0.000040477636,0,0,0,0,0,0,0,0,0,0,0,0,0
